Age,Gender,Parental_Education,Family_Income,Previous_Grades,Attendance,Class_Participation,Study_Hours,stream,School_Type,Financial_Status,Parental_Involvement,Educational_Resources,Motivation,Self_Esteem,Stress_Levels,School_Environment,Professor_Quality,Class_Size,Extracurricular_Activities,Sleep_Patterns,Nutrition,Physical_Activity,Screen_Time,Educational_Tech_Use,Peer_Group,Bullying,Study_Space,Learning_Style,Tutoring,Mentoring,Lack_of_Interest,Time_Wasted_on_Social_Media,Sports_Participation,Grades
,M,Graduate,40000,,92,High,12,Engineering,Public,High,Low,No,High,Medium,Low,Neutral,Low,78,,8,Healthy,High,2,Yes,Neutral,Yes,Yes,Visual,No,Yes,Low,4,High,
22,M,High School,,B,89,Medium,,Business,Private,Low,Low,No,High,Low,Medium,Neutral,High,65,No,9,Unhealthy,High,7,No,Positive,Yes,No,Visual,No,,High,2,,C
18,M,Some College,75000,C,70,High,8,Law,Public,High,Low,No,Low,High,Medium,Neutral,Low,38,No,8,Unhealthy,Medium,10,Yes,Positive,No,,Kinesthetic,Yes,Yes,High,1,Low,A
19,F,Graduate,60000,B,91,High,16,Medicine,Public,Medium,Medium,Yes,,Medium,Medium,Positive,Low,76,Yes,7,Unhealthy,Medium,6,Yes,Neutral,Yes,No,Kinesthetic,No,Yes,High,2,High,B
21,M,High School,30000,C,83,Medium,10,Science,Private,High,High,No,High,Medium,High,Negative,High,91,No,,Unhealthy,Low,,,Neutral,Yes,No,Kinesthetic,No,Yes,Medium,3,Medium,B
19,F,,75000,,100,Medium,12,Arts,Private,High,Medium,Yes,Low,Low,High,Negative,Low,32,No,8,Balanced,Medium,10,No,Neutral,Yes,No,Visual,,No,,,Medium,B
22,F,High School,75000,C,98,Low,20,Business,Public,Low,High,No,Low,Low,Medium,Neutral,High,93,Yes,4,Healthy,Low,,Yes,Negative,Yes,Yes,Auditory,,No,High,,Medium,A
21,M,College,75000,A,,High,18,Arts,Public,Medium,Medium,No,Medium,Low,Medium,Positive,Low,51,No,8,Healthy,Medium,5,Yes,Neutral,,No,Visual,Yes,No,,6,,B
21,M,Graduate,,C,82,Low,13,Law,Public,Medium,Medium,Yes,Medium,High,Low,Negative,High,66,Yes,,Unhealthy,Low,4,No,Neutral,Yes,No,Visual,No,Yes,High,5,High,
19,M,High School,50000,A,94,Low,6,Arts,Public,Medium,High,Yes,Medium,Low,High,Positive,High,21,No,4,Unhealthy,Medium,5,,Positive,Yes,No,Kinesthetic,Yes,,Medium,4,Medium,B
18,M,High School,40000,C,76,High,8,Law,Public,Low,High,No,High,Low,Medium,,,26,,6,Unhealthy,,8,No,Negative,Yes,No,Visual,Yes,No,Medium,6,High,A
,F,College,50000,A,73,Low,12,Medicine,Public,Low,High,No,Medium,Medium,Low,,Medium,68,Yes,,Balanced,Medium,,Yes,Negative,,No,Visual,No,No,Low,5,,
,F,Graduate,30000,,98,Low,5,Law,Private,Low,Low,No,High,Low,Medium,Negative,Medium,80,Yes,8,Unhealthy,Medium,4,No,Neutral,Yes,Yes,Visual,No,No,Low,1,Medium,B
22,F,College,30000,,85,High,5,Arts,,Medium,Medium,Yes,High,High,Medium,Positive,High,58,No,5,Balanced,High,10,,Negative,Yes,No,Visual,No,Yes,Low,2,Low,C
21,M,College,60000,B,79,Low,20,Medicine,Private,High,High,No,High,Medium,,Neutral,Medium,84,Yes,9,Healthy,Medium,2,Yes,Positive,,No,Auditory,No,Yes,Low,4,Low,C
19,F,Some College,75000,A,84,Low,,,Private,High,High,Yes,Medium,Low,High,Negative,Low,26,Yes,8,Healthy,Low,10,No,Negative,No,Yes,Kinesthetic,No,No,Low,3,Low,C
19,F,Graduate,30000,C,,Low,8,Arts,,Low,High,Yes,High,Low,Medium,Neutral,Low,65,No,8,Healthy,High,6,No,Negative,Yes,No,Visual,No,No,Low,3,Medium,A
19,F,,50000,C,71,High,12,Law,Public,Medium,Medium,Yes,Medium,High,High,Positive,High,,No,5,Healthy,Medium,4,No,Neutral,Yes,Yes,Visual,Yes,Yes,Medium,5,Low,A
18,M,Graduate,50000,B,79,Low,15,Business,Public,Medium,High,No,High,High,Medium,,Medium,74,No,8,Unhealthy,Low,9,Yes,Neutral,No,Yes,Visual,No,Yes,Low,1,Medium,B
20,F,High School,30000,C,,Low,14,Engineering,Public,High,Medium,No,,Medium,High,Positive,Low,,No,5,Unhealthy,High,5,No,Positive,Yes,No,Auditory,Yes,No,Low,5,Low,B
18,M,Some College,75000,C,76,Low,13,Business,Private,,,Yes,High,Medium,High,Positive,Medium,45,Yes,8,Healthy,Low,10,,Neutral,Yes,,Kinesthetic,No,No,Medium,4,Low,
19,F,College,40000,B,,High,17,,Public,Medium,High,No,Medium,Low,Low,Neutral,High,64,No,,Healthy,Medium,,Yes,Neutral,Yes,No,Kinesthetic,Yes,No,Low,6,High,C
21,F,Some College,,A,81,Low,,Business,Public,Low,Low,Yes,Medium,High,Low,Positive,Medium,37,No,5,Unhealthy,Low,2,Yes,Negative,Yes,No,Kinesthetic,,No,High,1,Medium,B
20,F,Graduate,40000,A,77,Medium,15,Law,,Medium,Medium,Yes,,,Low,Negative,Low,29,No,9,,High,5,No,Negative,Yes,No,Visual,Yes,Yes,Medium,,Low,A
21,F,,60000,C,92,,18,,Public,Low,Low,No,Medium,Low,High,Negative,Low,55,Yes,4,Unhealthy,,4,Yes,Positive,No,Yes,Kinesthetic,Yes,,Low,5,,A
21,M,College,60000,,97,Low,17,Science,Public,Medium,Medium,No,Low,Medium,Low,Positive,High,73,,5,Unhealthy,Low,9,No,Positive,,,Auditory,No,No,Medium,2,Medium,C
22,F,Some College,60000,A,99,Medium,6,Arts,Private,Medium,High,No,,Low,High,Positive,High,69,No,9,Balanced,High,8,No,Neutral,Yes,Yes,Visual,No,No,Medium,4,Low,
20,F,College,75000,B,,Medium,11,Engineering,Private,Low,High,No,High,Medium,Medium,Neutral,High,29,Yes,9,Healthy,Medium,9,Yes,Negative,,Yes,Kinesthetic,No,Yes,Low,5,High,A
19,F,Graduate,50000,C,,,,Arts,Private,High,Medium,No,Medium,Low,Low,Positive,Medium,48,No,4,Balanced,High,5,No,Neutral,No,Yes,Visual,,No,High,3,High,B
,F,High School,60000,B,85,,13,Arts,Private,High,Low,Yes,Medium,High,Medium,Positive,Medium,46,Yes,8,Balanced,High,4,No,Neutral,Yes,,Auditory,Yes,No,Low,,Low,A
19,M,Graduate,75000,B,75,Medium,19,Arts,Private,High,Low,No,Low,,Low,Negative,Medium,81,Yes,7,Healthy,,5,Yes,Negative,No,No,Auditory,No,No,Low,1,,
19,M,Graduate,50000,A,,Medium,14,Law,,,,No,High,Low,Medium,,Medium,82,No,,Healthy,Medium,8,No,,No,Yes,Auditory,No,Yes,,1,Medium,
22,M,College,30000,B,80,Medium,,Business,Private,Medium,,Yes,Low,Medium,,Neutral,Medium,94,No,8,Balanced,Medium,,No,Neutral,Yes,Yes,Visual,No,Yes,Low,6,High,B
20,F,High School,30000,A,72,,14,Arts,Private,Low,High,No,High,Medium,High,Positive,High,75,Yes,4,Healthy,Medium,5,Yes,Negative,,Yes,Visual,No,Yes,Low,5,High,A
,M,Graduate,50000,C,95,Low,20,Business,Private,Low,Low,Yes,High,Low,High,Negative,Medium,73,No,8,Balanced,Low,9,Yes,Neutral,Yes,,Visual,No,No,Low,5,Low,A
19,M,Graduate,60000,B,70,High,15,,Private,Low,High,Yes,,Medium,High,Neutral,High,,Yes,9,Balanced,Medium,9,Yes,,No,Yes,Kinesthetic,Yes,Yes,High,3,High,C
,F,College,40000,,81,High,8,,Private,Low,Medium,Yes,Low,,Low,Positive,Medium,100,No,4,Balanced,High,8,Yes,Neutral,Yes,No,Visual,No,,Medium,3,High,A
22,M,College,40000,C,95,Medium,8,Business,Public,,Medium,No,Medium,Low,High,,High,28,,8,Unhealthy,Low,3,,Negative,Yes,Yes,Kinesthetic,No,No,Medium,5,Low,B
18,M,Some College,50000,B,99,Low,,Business,,High,High,Yes,High,Low,High,Neutral,High,82,Yes,4,Unhealthy,Medium,9,No,Positive,No,Yes,Kinesthetic,No,No,High,1,High,B
20,M,High School,75000,C,87,Low,13,Law,Public,High,Medium,,,Low,Low,Neutral,Medium,93,No,5,Balanced,Low,7,Yes,Neutral,No,Yes,Auditory,No,No,Medium,4,Medium,C
20,F,High School,75000,,86,Medium,,,Public,Low,Medium,Yes,High,Low,High,Positive,Medium,,,8,Unhealthy,Low,2,No,Positive,No,Yes,Visual,Yes,Yes,High,,High,C
20,F,College,75000,B,97,High,18,Engineering,Public,Medium,High,Yes,Low,Low,Low,Positive,Low,,No,5,Balanced,Low,5,No,Negative,Yes,Yes,Auditory,Yes,Yes,Medium,6,High,B
22,M,,75000,A,80,Medium,6,Business,Public,Medium,Medium,Yes,High,Low,Medium,Neutral,Medium,65,Yes,5,Healthy,Low,9,No,Negative,No,,Kinesthetic,Yes,No,High,2,High,C
20,,Some College,60000,C,83,High,16,Business,Public,High,Low,No,Medium,Medium,,Positive,High,40,Yes,9,Balanced,Low,,Yes,Negative,No,No,Kinesthetic,Yes,No,Low,2,Low,A
21,M,Graduate,40000,,71,High,20,Business,Public,Medium,Medium,Yes,Medium,Medium,Low,Neutral,Medium,90,,7,Unhealthy,High,10,,Positive,Yes,No,Kinesthetic,No,Yes,Medium,4,High,A
21,F,Some College,40000,A,81,Medium,8,Law,Public,Low,,Yes,Medium,High,,Negative,High,,No,4,,Medium,,No,Neutral,Yes,Yes,Auditory,No,,High,6,Low,B
22,F,Graduate,75000,A,81,Low,,Law,Private,Medium,Medium,No,High,Medium,High,Negative,Low,,Yes,6,Balanced,Low,3,No,Positive,Yes,No,Auditory,,No,High,4,,C
19,M,High School,40000,A,77,High,10,Engineering,Public,Medium,High,Yes,Low,Medium,Medium,Positive,Low,28,Yes,,,High,3,No,Negative,No,,Kinesthetic,Yes,Yes,High,5,Medium,C
18,M,Graduate,75000,A,88,High,19,Law,Private,Low,High,No,High,High,Low,,Medium,87,Yes,7,Healthy,,4,Yes,Neutral,Yes,Yes,Kinesthetic,Yes,No,Medium,2,,C
21,F,Some College,75000,B,91,High,18,Science,Public,Medium,High,No,Medium,Low,Medium,Negative,High,91,Yes,9,Balanced,,6,Yes,Positive,No,No,Kinesthetic,Yes,No,Low,5,Low,C
21,M,,60000,C,78,Medium,,Business,Private,Low,Medium,,High,High,High,Positive,Medium,27,Yes,4,Unhealthy,Medium,,Yes,Positive,No,Yes,Kinesthetic,No,Yes,Medium,6,Low,C
20,M,Some College,,B,73,Low,7,Law,Public,Low,Medium,Yes,High,Low,Low,Negative,High,34,No,6,Balanced,Low,10,No,Neutral,Yes,,Visual,No,No,High,1,Medium,C
20,M,Graduate,30000,C,,High,8,Law,Private,,High,No,Medium,Medium,High,Positive,High,81,No,5,Balanced,High,9,,Neutral,No,No,Kinesthetic,No,No,High,,Low,A
18,M,High School,75000,A,82,,13,Law,Private,Medium,Low,No,Medium,High,,Negative,High,70,No,5,,Low,9,No,Positive,Yes,Yes,Visual,No,No,Low,3,Low,C
22,M,High School,40000,B,89,Low,10,Arts,Private,High,,Yes,High,Medium,Low,Positive,Low,34,Yes,5,,Low,8,No,Positive,,,Visual,No,No,Low,4,Low,B
21,F,Some College,,,92,High,,Business,Private,Medium,Medium,Yes,Low,High,High,Positive,Medium,86,No,4,,Medium,5,Yes,Negative,Yes,No,,Yes,Yes,,2,Low,B
19,F,College,75000,C,92,High,17,Science,Public,High,High,No,Medium,High,Medium,Positive,Low,91,Yes,,,Low,,No,Neutral,,No,Auditory,Yes,No,High,3,High,A
22,M,College,50000,C,84,Medium,7,Medicine,Public,High,High,Yes,,Low,High,,Medium,100,Yes,9,Healthy,Medium,4,No,Positive,Yes,Yes,Visual,Yes,Yes,,2,Low,C
22,M,High School,,B,88,Low,18,Business,,High,Medium,Yes,High,Low,High,Positive,Medium,58,Yes,5,Healthy,,10,Yes,Positive,Yes,No,Kinesthetic,Yes,No,High,2,Low,A
19,F,High School,30000,C,75,,13,Medicine,Private,Medium,,Yes,High,High,High,Positive,Low,23,Yes,7,Balanced,Low,4,Yes,Negative,Yes,Yes,Visual,Yes,No,Low,6,High,B
20,F,High School,40000,A,79,,17,Law,Private,Medium,,Yes,High,High,Low,Positive,Medium,71,No,7,Unhealthy,Low,9,Yes,,Yes,No,Visual,No,Yes,Low,1,High,B
,M,Some College,40000,C,70,Medium,9,Medicine,Private,Low,High,No,High,,Low,,Medium,71,Yes,9,Unhealthy,Medium,9,Yes,Negative,Yes,Yes,,Yes,No,High,5,High,A
21,M,High School,30000,B,73,Low,14,,Public,High,High,No,High,High,,Negative,Low,21,No,6,Balanced,Low,,Yes,Negative,Yes,No,Kinesthetic,Yes,No,Medium,4,High,B
22,F,High School,50000,,91,High,13,Business,Private,Low,Medium,,Medium,Low,Medium,Negative,High,31,No,4,Balanced,High,2,Yes,Positive,No,Yes,Kinesthetic,No,Yes,High,5,Low,
18,F,,60000,B,85,Low,11,Science,Private,Medium,High,No,Medium,High,,Neutral,Medium,63,No,9,,,8,,Positive,Yes,Yes,Kinesthetic,No,Yes,Low,4,,A
21,F,,30000,C,70,Low,15,,Private,High,Low,Yes,High,High,Low,Positive,High,40,Yes,8,Balanced,Medium,8,No,Negative,,No,Kinesthetic,Yes,Yes,Low,6,,C
21,M,Some College,60000,C,79,Low,6,Science,Public,High,Low,No,High,Low,Low,Neutral,,56,Yes,4,Balanced,High,7,Yes,,No,No,Visual,,Yes,Medium,,High,A
19,M,Graduate,75000,,,High,6,Arts,,High,Medium,No,Medium,Medium,,Negative,Low,81,No,5,Balanced,Medium,9,Yes,Negative,,,Auditory,No,No,,1,Medium,A
,F,Some College,60000,C,90,Low,14,Law,Private,,High,,High,Medium,Medium,Negative,High,64,Yes,,,Low,10,Yes,Neutral,No,No,Auditory,Yes,Yes,,2,High,C
21,M,Graduate,50000,,99,Low,19,,Private,High,High,Yes,Medium,Medium,Low,Positive,Medium,,No,5,Unhealthy,High,7,Yes,Negative,Yes,Yes,Auditory,Yes,Yes,Medium,5,Medium,A
21,F,High School,30000,B,77,Medium,,Medicine,Private,Low,Medium,Yes,High,,Low,Negative,Medium,48,,5,Unhealthy,High,5,Yes,Neutral,Yes,No,Visual,Yes,Yes,High,2,High,A
22,F,Some College,30000,A,70,High,16,Law,Private,Medium,Low,Yes,Low,Low,Low,Neutral,Medium,97,No,5,Balanced,Medium,2,No,Negative,,No,Kinesthetic,,No,Medium,3,Low,B
22,F,,30000,B,75,High,16,Medicine,Private,High,Low,No,Low,Medium,Medium,Neutral,Medium,86,No,4,Unhealthy,High,9,Yes,Positive,Yes,,Visual,No,Yes,Medium,3,Medium,A
22,F,High School,75000,B,79,Medium,,Medicine,Public,Low,Low,Yes,,High,Low,Positive,Medium,82,Yes,,Unhealthy,Medium,8,Yes,Positive,Yes,No,Auditory,No,No,High,3,Medium,
20,F,Some College,50000,B,89,High,11,Law,Public,Medium,Low,Yes,Low,High,Low,Negative,Low,56,Yes,4,Healthy,Medium,3,No,Negative,Yes,Yes,Kinesthetic,Yes,No,,5,Low,
18,,College,30000,C,91,High,20,Arts,Public,Medium,High,,Medium,High,Low,Neutral,High,32,Yes,6,Healthy,Low,7,No,Negative,No,No,Auditory,No,Yes,High,4,,B
18,F,Graduate,75000,,74,Medium,8,Law,Public,,High,No,High,Low,Medium,Neutral,High,65,No,8,Healthy,,10,,Positive,No,Yes,Visual,Yes,,Medium,3,Low,
18,,Graduate,60000,C,99,,19,Medicine,Private,Medium,Medium,No,Low,Low,Low,Positive,Medium,89,No,8,Healthy,Low,8,No,Negative,,Yes,Kinesthetic,,Yes,High,,High,C
19,F,College,60000,C,98,High,16,Engineering,Public,Low,High,Yes,High,,Medium,,Low,47,Yes,9,,Medium,4,No,Positive,Yes,,Kinesthetic,No,Yes,Medium,6,High,C
20,M,High School,,B,88,High,6,Science,Public,,High,No,High,High,Low,Negative,Medium,39,Yes,5,Balanced,Medium,3,Yes,Negative,Yes,Yes,Visual,,No,High,1,High,A
22,,High School,60000,C,93,Medium,8,Business,Private,High,High,Yes,High,,High,Negative,Medium,82,Yes,6,Unhealthy,Medium,2,Yes,Negative,Yes,No,Visual,Yes,,Low,1,,C
19,F,Some College,75000,A,96,,14,Business,Public,High,Low,No,Medium,,Medium,Negative,Medium,57,No,6,Balanced,High,,No,Neutral,Yes,No,Kinesthetic,,Yes,Low,,,A
21,,,75000,A,,High,10,Business,Private,High,Low,No,High,High,High,Neutral,,,Yes,7,Balanced,High,2,,Neutral,Yes,No,Visual,Yes,No,Low,1,High,C
18,F,College,60000,C,79,Medium,16,Engineering,Public,High,Low,Yes,High,Low,Low,Positive,High,44,No,4,Balanced,Low,,No,Neutral,No,Yes,,Yes,,Medium,1,Medium,B
20,M,High School,40000,C,87,High,5,Engineering,Public,Medium,Medium,Yes,High,Low,,Positive,High,,No,6,Unhealthy,Low,9,Yes,Negative,No,No,Auditory,Yes,Yes,High,6,Low,C
21,M,Some College,75000,C,,Medium,6,Law,Private,Low,Low,No,Low,,Low,Negative,Medium,,No,9,Unhealthy,High,4,Yes,Positive,No,Yes,Visual,,No,Medium,,Medium,
21,F,Some College,30000,C,,Medium,7,Science,Private,Low,Medium,Yes,Low,Medium,Low,Positive,High,62,No,6,,Medium,5,Yes,Neutral,No,No,Kinesthetic,Yes,No,Low,3,Medium,B
20,F,High School,75000,C,84,Low,11,Engineering,Public,High,Medium,No,Low,Medium,Low,Negative,Low,99,No,8,Unhealthy,,4,No,Negative,Yes,No,Kinesthetic,No,Yes,Medium,4,Medium,B
18,F,Graduate,50000,A,70,Low,13,Arts,Public,Low,Medium,No,Medium,Medium,Medium,Neutral,Low,72,Yes,8,Unhealthy,High,3,Yes,Positive,No,No,Visual,No,,Medium,3,Low,A
20,M,High School,75000,B,72,Low,5,Engineering,Private,Medium,Low,Yes,,High,Low,Positive,,54,,6,,High,3,No,Positive,No,No,Visual,Yes,No,Low,6,Low,C
18,M,Some College,30000,B,98,Medium,15,Engineering,Public,Low,Medium,No,High,Low,Medium,Neutral,High,23,Yes,6,Healthy,High,7,No,Neutral,No,No,Visual,Yes,No,Low,6,High,B
19,M,High School,50000,C,81,High,12,Business,Public,High,High,No,Medium,Low,Medium,Neutral,Low,44,Yes,,Unhealthy,Medium,9,Yes,Negative,No,No,Auditory,Yes,Yes,High,3,Low,B
22,M,Graduate,40000,A,88,High,8,Arts,Public,Low,Medium,Yes,,High,Low,Negative,High,92,Yes,,Unhealthy,High,,Yes,Positive,No,No,Auditory,Yes,Yes,High,4,Medium,B
19,F,Graduate,75000,B,93,Low,5,Medicine,Public,,Medium,No,Low,Low,Medium,Negative,Low,57,,4,Balanced,Medium,6,Yes,Neutral,Yes,Yes,Auditory,Yes,No,,4,Low,C
18,M,Graduate,75000,A,,Medium,13,,Public,High,Low,No,Medium,High,High,Negative,High,35,Yes,5,Healthy,Medium,6,No,Negative,Yes,No,Auditory,No,Yes,Low,6,,A
20,M,High School,40000,B,72,High,19,Medicine,Private,Medium,High,No,High,High,Medium,Positive,Low,,No,8,Unhealthy,Low,6,No,Neutral,No,No,Kinesthetic,Yes,Yes,Medium,,High,C
19,,Some College,40000,A,80,Low,5,Medicine,Public,High,Low,Yes,Low,Medium,Low,,Medium,88,Yes,,,,,Yes,Negative,Yes,Yes,Kinesthetic,Yes,No,Low,2,Low,B
19,F,College,75000,C,91,Low,5,Arts,Private,Medium,High,Yes,Medium,,High,Positive,Medium,50,,6,Healthy,High,7,Yes,Positive,,Yes,Kinesthetic,Yes,No,Medium,5,High,B
21,F,High School,,C,99,High,9,Engineering,,High,Low,Yes,Low,Low,Low,Negative,High,31,,7,Balanced,High,4,No,Negative,No,No,Kinesthetic,Yes,No,Low,3,,C
20,M,High School,50000,B,,Medium,14,,Public,Low,Medium,No,Low,,Low,Negative,High,,No,6,Balanced,Medium,6,No,Positive,No,Yes,Auditory,Yes,Yes,Low,4,Medium,A
21,F,Some College,75000,A,72,Medium,8,Medicine,Public,Low,Medium,Yes,High,Medium,,Neutral,Low,54,,,Unhealthy,Medium,8,Yes,Neutral,No,Yes,Visual,Yes,Yes,Medium,2,Low,C
18,M,High School,30000,C,80,Medium,11,Business,,High,Medium,Yes,,High,Medium,Positive,Medium,73,Yes,4,Balanced,High,4,Yes,Negative,Yes,No,Auditory,No,Yes,Medium,3,Medium,
22,M,Graduate,75000,,89,Medium,,Science,Public,Low,High,Yes,Medium,Low,High,Positive,Low,57,,7,Balanced,Low,7,,Neutral,Yes,No,,Yes,No,Low,,Medium,A
20,F,Graduate,30000,C,84,High,18,Medicine,Public,High,Low,Yes,High,Low,High,Negative,Medium,36,Yes,9,Healthy,Low,5,No,Positive,No,No,Visual,Yes,No,Low,4,Medium,
21,M,Some College,60000,C,73,Low,7,Law,Private,High,Medium,Yes,High,Low,High,,High,91,Yes,5,Unhealthy,,,,Neutral,No,,Kinesthetic,Yes,No,Low,1,Low,B
21,F,Some College,60000,B,,High,11,Arts,Private,High,Medium,No,High,Medium,Medium,Neutral,Low,,Yes,9,Balanced,,4,Yes,Neutral,Yes,No,Kinesthetic,No,Yes,Medium,4,High,B
20,,High School,75000,A,86,,14,Business,Public,Medium,Low,No,Low,Low,Medium,Neutral,,95,Yes,7,Healthy,,6,Yes,Neutral,Yes,No,Auditory,Yes,,Medium,4,Low,A
22,F,College,30000,A,71,Low,5,Law,Public,High,High,No,High,High,Low,Negative,High,37,No,7,,Medium,7,No,Neutral,No,No,,Yes,No,Low,2,Low,C
20,F,High School,30000,B,82,Medium,10,Business,Private,Low,Low,,Low,Low,High,Neutral,Medium,35,No,6,Unhealthy,,7,No,Positive,No,No,Kinesthetic,Yes,No,Low,4,Low,A
19,M,Some College,50000,A,89,High,9,Law,Public,High,Medium,,,Low,High,Negative,Low,61,Yes,7,Balanced,High,3,No,Positive,No,Yes,Kinesthetic,Yes,Yes,Low,6,High,B
19,F,High School,50000,C,91,Medium,7,Science,Private,Low,,Yes,Medium,Medium,High,Negative,Medium,100,No,8,Unhealthy,Low,4,Yes,Positive,Yes,No,,No,Yes,High,6,High,A
18,F,,75000,B,74,,7,Law,Public,High,Medium,Yes,High,Medium,Low,Negative,Low,35,No,9,,,4,,Negative,Yes,No,Visual,No,Yes,Low,6,Low,B
21,F,Some College,30000,C,81,High,12,Law,Public,Medium,Medium,No,High,High,Low,Positive,Low,77,No,5,Balanced,High,6,No,Positive,No,No,Visual,Yes,No,Medium,3,,A
22,M,Some College,40000,A,,High,11,Law,Public,,Low,No,Medium,,Low,Negative,High,85,Yes,6,Healthy,Medium,8,No,Positive,No,No,Kinesthetic,No,Yes,Low,2,Low,C
,F,,40000,B,,Low,15,Medicine,Public,Medium,High,Yes,High,,High,Neutral,Low,96,No,7,Unhealthy,High,10,Yes,Neutral,,Yes,Auditory,Yes,Yes,High,,Medium,
20,F,High School,60000,A,72,Low,6,Business,Public,High,Medium,Yes,Medium,Low,Medium,Neutral,Low,95,,7,Unhealthy,Medium,9,No,Neutral,No,Yes,Kinesthetic,No,Yes,,5,Medium,C
19,M,Graduate,30000,B,100,Medium,15,Law,Public,Medium,Medium,Yes,,,,,,51,Yes,6,Healthy,High,3,Yes,Positive,No,No,Visual,No,No,Low,5,,A
20,M,High School,40000,C,97,High,12,Law,Private,Medium,Medium,No,High,Low,High,Positive,High,26,No,9,,High,3,No,Neutral,Yes,No,Auditory,No,Yes,Medium,2,Medium,B
19,M,,75000,C,87,Low,10,Law,Private,,High,Yes,Low,High,Medium,Negative,Low,,Yes,9,Healthy,Low,4,No,Negative,Yes,,Auditory,Yes,Yes,Low,3,Medium,A
21,M,Graduate,50000,C,91,Medium,10,,Public,High,Low,Yes,Low,High,Medium,Neutral,High,52,Yes,6,Balanced,Medium,5,No,Negative,Yes,Yes,Kinesthetic,Yes,,High,2,High,C
18,M,Graduate,50000,C,81,Low,12,Medicine,Public,Low,Low,Yes,High,High,High,Positive,Medium,58,Yes,,Unhealthy,Low,3,No,Negative,,Yes,Visual,Yes,No,Low,5,Low,B
19,F,,40000,A,84,High,16,Business,Private,High,Low,Yes,Low,Medium,Medium,Neutral,Low,,Yes,8,Balanced,,5,Yes,Negative,Yes,,Auditory,Yes,Yes,Medium,2,Medium,C
22,M,High School,75000,A,83,Medium,9,Arts,Private,Medium,Low,No,High,Low,Low,Neutral,High,20,Yes,9,Unhealthy,Medium,8,No,Negative,No,No,Kinesthetic,Yes,No,Low,1,Medium,B
19,M,High School,40000,A,90,Low,10,Law,Public,Medium,Medium,No,Low,Low,Low,,Medium,86,Yes,,Unhealthy,Medium,9,No,Negative,Yes,Yes,Visual,No,Yes,High,5,High,C
20,F,High School,30000,C,,Low,8,Medicine,,Medium,Medium,No,Low,Low,Medium,Positive,High,,,9,Balanced,Low,2,,Neutral,Yes,No,Kinesthetic,Yes,,High,3,Low,B
,M,Graduate,75000,B,99,High,19,Science,Private,High,Low,Yes,Low,Medium,High,Neutral,Low,75,Yes,6,Unhealthy,High,4,Yes,Negative,No,Yes,Kinesthetic,Yes,Yes,Low,3,Medium,A
21,M,Some College,30000,C,77,Medium,16,Science,,Medium,Low,Yes,Medium,High,Low,Positive,,68,No,7,Healthy,High,7,No,Positive,No,No,Visual,No,Yes,Low,2,High,A
22,F,,60000,B,,Medium,17,Arts,Public,Medium,Low,No,Low,Low,High,Neutral,High,95,No,6,Balanced,Medium,8,Yes,Positive,No,No,Visual,No,,Medium,1,Medium,A
18,M,College,40000,A,82,Medium,17,Medicine,Public,Low,High,Yes,Low,Low,High,Neutral,High,65,No,,Unhealthy,High,10,No,Negative,Yes,No,Visual,No,Yes,,6,,C
21,M,Graduate,40000,A,90,High,13,Engineering,Public,High,High,Yes,Low,High,Low,Neutral,Medium,30,No,6,Balanced,Medium,,,Negative,Yes,Yes,Auditory,Yes,,Medium,3,Medium,B
18,M,Graduate,60000,B,92,High,10,Law,,Medium,High,,Low,High,High,Positive,Medium,34,Yes,8,Balanced,High,9,Yes,Positive,Yes,No,Auditory,No,Yes,High,3,High,C
21,M,High School,,A,97,,11,Science,Public,Low,High,Yes,Low,Medium,Low,Positive,High,,No,5,Healthy,Medium,,No,Negative,No,Yes,Visual,Yes,No,,6,Low,C
18,M,High School,,C,90,Low,19,Law,Private,High,Low,No,Medium,,Low,,High,,Yes,7,Healthy,High,4,No,Negative,Yes,Yes,Visual,No,Yes,,5,High,C
20,F,College,40000,A,77,Medium,12,Science,Private,High,Medium,No,Low,Medium,High,Negative,Medium,45,No,4,Unhealthy,High,3,Yes,Negative,No,Yes,Auditory,,,High,5,Low,B
20,M,College,40000,C,82,Medium,15,Medicine,Public,Low,Medium,Yes,Medium,Medium,Medium,Negative,Medium,69,No,9,Balanced,Medium,10,No,Positive,No,,Auditory,,No,High,4,High,B
20,M,High School,60000,A,93,Medium,6,Law,Private,,High,No,Medium,Medium,Low,Positive,Medium,52,,8,Healthy,Medium,,Yes,Neutral,No,Yes,Kinesthetic,Yes,Yes,High,6,Low,C
,F,Some College,30000,A,82,Medium,12,Engineering,Private,Medium,High,Yes,Low,Medium,Low,,Medium,99,No,7,Healthy,Medium,5,Yes,Positive,Yes,Yes,Visual,Yes,Yes,Low,,Medium,
21,F,Graduate,50000,B,82,Medium,,Engineering,Private,Medium,Low,Yes,Low,Low,Low,Negative,High,100,Yes,4,Healthy,Medium,8,Yes,,No,No,Kinesthetic,No,Yes,High,6,Medium,B
20,F,Some College,50000,C,93,Low,15,Business,Public,Medium,High,Yes,Medium,Low,High,Positive,Medium,69,Yes,9,Unhealthy,Low,4,No,,No,Yes,Auditory,No,No,Medium,5,High,
19,F,High School,75000,A,92,,14,Medicine,Public,High,Medium,Yes,Medium,Low,Low,,High,53,Yes,6,Unhealthy,Low,3,Yes,Neutral,Yes,No,Visual,Yes,Yes,High,3,High,B
